;Num_Acc;an;mois;jour;hrmn;lum;agg;int;atm;col;com;adr;gps;lat;long;dep
1272;201300001405;13;2;7;1915;3;1;1;1.0;2;606;HAMEAU SAINT MARTIN;M;4919750.0;-123842.0;500
1273;201300001406;13;2;26;1700;3;1;2;1.0;3;119;;M;4918260.0;-122989.0;500
1274;201300001407;13;7;27;1730;1;2;1;1.0;6;110;RUE DES HALLES;M;4919360.0;-93588.0;500
1275;201300001408;13;9;22;645;2;1;1;2.0;6;248;LA TERETTE;M;4918980.0;-120044.0;500
1276;201300001409;13;11;22;1215;1;2;1;8.0;6;292;RUE DU 13 JUIN 1944;M;4909860.0;-123988.0;500
1277;201300001410;13;2;10;2110;5;1;1;2.0;6;54;RUE MARYSE HILSZ;M;4873080.0;236251.0;940
1278;201300001411;13;2;11;1140;1;1;1;2.0;6;54;RUE DE ROME;M;;;940
1279;201300001412;13;3;24;1810;1;1;1;1.0;6;54;RUE DES TRANSPORTEURS;;;;940
1280;201300001413;13;3;18;1215;1;1;1;2.0;6;54;RUE DE LA CHAPELLE;M;4873770.0;237305.0;940
1281;201300001414;13;5;14;2055;1;1;1;1.0;6;54;AVE DE L'UNION;M;4872880.0;236411.0;940
1282;201300001415;13;5;17;1815;1;1;1;1.0;6;54;VOIE DE SECOURS OUEST;M;4873020.0;236038.0;940
1283;201300001416;13;4;29;2000;1;1;1;1.0;7;224;LE SAUSSEY;M;4898240.0;-95640.0;500
1284;201300001417;13;5;23;2315;5;1;1;8.0;6;54;AV LOUIS BLERIOT;M;4874040.0;236051.0;940
1285;201300001418;13;5;27;2000;1;2;1;1.0;1;139;LA HUE DE LOUP;M;4907660.0;-103170.0;500
1286;201300001419;13;7;9;1500;1;1;1;1.0;7;54;AV DE L'AEROPORT;M;4873640.0;236474.0;940
1287;201300001420;13;7;10;1550;1;1;3;1.0;3;54;ROME/FABRE;M;4872950.0;236370.0;940
1288;201300001421;13;7;17;1725;1;1;1;1.0;2;54;AV DE PARIS;M;4873030.0;236953.0;940
1289;201300001422;13;7;31;2025;1;1;1;1.0;4;54;AV DE PARIS;M;4873750.0;236482.0;940
1290;201300001423;13;7;7;1115;1;1;1;1.0;1;75;ROUTE DES ROCHES DU HAM;M;4902160.0;-103480.0;500
1291;201300001424;13;9;27;1440;1;1;1;1.0;1;54;R M ALBERT;M;4874400.0;236484.0;940
1292;201300001425;13;9;29;1455;1;1;1;1.0;2;54;AV DE PARIS;M;4873670.0;236516.0;940
1293;201300001426;13;10;18;910;1;1;1;5.0;6;54;RUE DES TRANSPORTEURS;M;4872880.0;235982.0;940
1294;201300001427;13;11;2;1530;1;1;1;1.0;7;54;AV JACQUELINE AURIOL;M;4874240.0;235941.0;940
1295;201300001428;13;11;7;1815;5;1;1;2.0;6;54;PARKING P0;M;4872870.0;236188.0;940
1296;201300001429;13;11;19;1410;1;1;1;8.0;6;54;RUE DU MUSEE;M;4873080.0;236861.0;940
1297;201300001430;13;11;24;1545;1;1;3;8.0;3;54;RUE CLEMENT ADER;M;4873190.0;236571.0;940
1298;201300001431;13;11;27;1050;1;1;1;8.0;6;54;RUE DU MUSEE;M;4873070.0;236850.0;940
1299;201300001432;13;12;19;1340;1;1;1;1.0;6;54;PARKING P5;M;4873120.0;236318.0;940
1300;201300001433;13;4;7;1745;1;1;2;1.0;3;612;;M;4867460.0;-140968.0;500
1301;201300001434;13;6;18;345;3;1;1;1.0;6;584;LE BOIS DES MONTS;M;4873420.0;-134889.0;500
1302;201300001435;13;8;2;1600;1;1;1;1.0;3;554;RUE JEANNE PAISNEL;M;4867980.0;-127819.0;500
1303;201300001436;13;8;12;745;1;1;1;7.0;2;554;RUE JEANNE PAISNEL;M;4867880.0;-129047.0;500
1304;201300001437;13;9;4;900;1;2;1;7.0;6;25;BOULEVARD FOCH;M;4868280.0;-135984.0;500
1305;201300001438;13;9;20;1115;1;1;3;1.0;1;597;LE CHENE AU LOUP;M;4870900.0;-131988.0;500
1306;201300001439;13;10;26;230;5;2;9;1.0;6;25;;M;4868930.0;-136135.0;500
1307;201300001440;13;12;8;2015;3;1;1;1.0;6;516;ROUTE DES M;M;4866280.0;-135340.0;500
1308;201300001441;13;1;26;2100;3;1;1;2.0;2;540;LE CHATEAU;M;4878250.0;-149902.0;500
1309;201300001442;13;4;22;2030;1;1;1;1.0;6;282;LA MEDECINIERE;M;4876200.0;-133012.0;500
1310;201300001443;13;5;26;330;3;1;1;1.0;6;38;VILLAGE AU MONNIER;M;4882910.0;-138052.0;500
1311;201300001445;13;6;22;2215;2;1;1;8.0;2;565;LA VILLE;M;4877370.0;-148625.0;500
1312;201300001446;13;8;11;1315;1;1;2;1.0;3;237;ROUTE DE LA PICHARDIERE;M;4880400.0;-137041.0;500
1313;201300001447;13;8;22;1500;1;2;4;1.0;2;102;CHEMIN DES PECHEURS;M;4875940.0;-156696.0;500
1314;201300001448;13;10;13;1230;1;2;1;1.0;6;102;ROUTE DE LA PLAGE;M;4875930.0;-156693.0;500
1315;201300001449;13;10;26;1845;2;1;1;8.0;7;282;LE PERRON;M;4876570.0;-133798.0;500
1316;201300001450;13;10;31;1730;2;1;2;1.0;3;540;LE CHATEAU;M;4878500.0;-150273.0;500
1317;201300001451;13;11;11;1000;1;2;1;7.0;6;237;RUE DES ABRINCATES;M;4879400.0;-139642.0;500
1318;201300001452;13;2;21;1730;1;2;1;1.0;6;443;RUE SAINT THOMAS;M;4850940.0;-145045.0;500
1319;201300001453;13;3;30;1100;1;1;1;1.0;3;337;LA GARDINIERE;M;4845760.0;-138579.0;500
1320;201300001454;13;4;9;2100;3;1;1;2.0;7;487;HAMEAU LES LANDES;M;4853780.0;-138137.0;500
1321;201300001455;13;5;23;1945;2;1;2;1.0;3;19;;M;4853490.0;-148875.0;500
1322;201300001456;13;8;23;1030;1;1;1;1.0;3;168;MORTRIE;M;4860510.0;-127593.0;500
1323;201300001457;13;11;3;230;3;1;1;1.0;1;448;LE HERISSAIS;M;4857010.0;-129726.0;500
1324;201300001460;13;3;28;1945;2;1;1;1.0;7;60;RUE DE LA VIERGE;M;4886800.0;-124871.0;500
1325;201300001462;13;6;6;1630;1;1;2;1.0;1;130;;M;4879180.0;-119632.0;500
1326;201300001463;13;10;26;1200;1;2;3;1.0;5;639;RUE JEAN DEVE;M;4883400.0;-122620.0;500
1327;201300001464;13;11;1;945;1;2;7;1.0;7;74;PLACE DE L'EGLISE;M;4872500.0;-116616.0;500
1328;201300001465;13;1;11;1045;1;1;3;1.0;2;187;;M;4960250.0;-173339.0;500
1329;201300001467;13;2;19;1930;3;1;1;1.0;6;599;LA LONGUE CHASSE;M;4959480.0;-160803.0;500
1330;201300001468;13;7;8;1515;1;1;1;1.0;3;57;;M;4962270.0;-182277.0;500
1331;201300001470;13;7;22;1830;1;2;3;1.0;3;57;LE MOITIER;M;4962330.0;-182568.0;500
1332;201300001471;13;1;22;1700;2;2;2;2.0;3;82;RUE PIERRE MARIE;M;4947000.0;-164118.0;500
1333;201300001473;13;4;14;1645;1;1;2;1.0;1;369;LA CROX JACOB;M;4951690.0;-155924.0;500
1334;201300001474;13;6;1;315;3;1;1;1.0;6;572;LE BECQUET;M;4942710.0;-178883.0;500
1335;201300001475;13;6;8;1315;1;1;1;1.0;1;160;;M;4931450.0;-168118.0;500
1336;201300001476;13;6;22;1145;1;1;2;2.0;3;82;LA RAMEE;M;4946520.0;-165899.0;500
1337;201300001478;13;9;8;1545;1;1;1;2.0;1;240;ESTOUVILLE;M;4956730.0;-177557.0;500
1338;201300001479;13;9;18;1045;1;1;1;1.0;1;82;LE BAS DE CATIGNY;M;4947760.0;-165877.0;500
1339;201300001480;13;9;18;1045;1;2;1;1.0;3;31;RUE HAUVET;M;4938070.0;-175342.0;500
1340;201300001481;13;9;27;745;2;1;1;1.0;3;240;;M;4955380.0;-179512.0;500
1341;201300001482;13;2;5;745;5;2;3;2.0;6;551;R LEMARINEL/RTE BRICQUEC;M;4938730.0;-153013.0;500
1342;201300001483;13;6;7;1915;1;1;1;1.0;7;587;HAMEAU LA BARRE;M;4936670.0;-157304.0;500
1343;201300001484;13;7;21;700;1;1;1;1.0;1;49;HAMEAU VASSELIN;M;4936610.0;-161537.0;500
1344;201300001485;13;10;5;1300;1;1;2;1.0;3;467;LE MESNILDOT;M;4949770.0;-136087.0;500
1345;201300001486;13;1;25;1830;5;2;1;1.0;6;615;BOULEVARD FELIX BUHOT;M;4951100.0;-147658.0;500
1346;201300001487;13;2;6;2215;3;1;1;1.0;6;433;RUE DU GENERAL DE GAULLE;M;4961490.0;-125946.0;500
1347;201300001488;13;2;25;1300;1;1;1;1.0;1;87;ROUTE DU MONT FANU;M;4956000.0;-161698.0;500
1348;201300001490;13;6;4;1730;1;1;1;1.0;7;150;LE BAS DE CRASVILLE;M;4955100.0;-131775.0;500
1349;201300001491;13;6;6;1430;1;1;2;1.0;1;77;LES FOSSES A TERRE;M;4964250.0;-151712.0;500
1350;201300001492;13;7;18;845;1;2;1;1.0;3;87;ROUTE DES HAGUENEES;M;4956370.0;-158180.0;500
1351;201300001493;13;7;21;1630;1;1;3;1.0;3;562;ROUTE DE REVILLE;M;4959830.0;-126335.0;500
1352;201300001494;13;9;5;800;1;2;3;1.0;3;162;LE DOUET PICOT;M;4964230.0;-152656.0;500
1353;201300001495;13;10;17;1630;1;1;1;1.0;6;595;LA FILATURE;M;4961770.0;-145183.0;500
1354;201300001496;13;12;6;1615;1;1;2;1.0;5;595;ROUTE DE SAINT PIERRE;;;;500
1355;201300001497;13;12;17;1745;5;2;1;2.0;6;615;BOULEVARD DE VERDUN;M;4950760.0;-146613.0;500
1356;201300001498;13;12;19;1830;3;1;1;2.0;3;209;LES AULNAYS;M;4963010.0;-144860.0;500
1357;201300001499;13;3;21;1215;1;1;1;2.0;1;279;LA BILLARDIERE;M;4910240.0;-133633.0;500
1358;201300001500;13;3;29;2045;3;1;1;1.0;6;464;CHANTERAINE;M;4900740.0;-139776.0;500
1359;201300001501;13;5;18;1845;1;1;2;1.0;3;92;LE MERIOTEL;M;4908760.0;-139052.0;500
1360;201300001502;13;12;31;1845;3;1;1;1.0;6;109;LA FAVERIE;M;4890500.0;-148325.0;500
1361;201300001503;13;5;18;1830;1;1;1;1.0;6;266;LA FONTAINE;M;4893610.0;-138102.0;500
1362;201300001504;13;8;15;1800;1;1;2;1.0;3;605;LES HAUTS VENTS;M;4896470.0;-140166.0;500
1363;201300001505;13;8;18;1;3;2;1;1.0;6;228;RUE DE LA GARE;M;4894700.0;-126965.0;500
1364;201300001506;13;8;31;700;2;1;1;8.0;1;320;L'ARCHERIE;M;4886130.0;-138729.0;500
1365;201300001507;13;9;23;800;1;1;3;1.0;4;143;VILLAGE FLEURY;M;4887810.0;-153266.0;500
1366;201300001508;13;9;30;800;2;1;1;1.0;1;15;;M;4896460.0;-153716.0;500
1367;201300001509;13;10;20;1930;3;1;1;1.0;1;143;LE VICQUET;M;4887530.0;-153469.0;500
1368;201300001510;13;11;14;1830;3;1;1;9.0;6;336;LA FOUBERDIERE;M;4890020.0;-126199.0;500
1369;201300001511;13;11;18;2030;3;1;1;3.0;5;349;LES VIEUX CHEMINS.;M;4900250.0;-152048.0;500
1370;201300001512;13;2;16;1845;2;1;3;1.0;1;340;;M;4912080.0;-136168.0;500
1371;201300001513;13;5;8;1300;1;1;1;1.0;5;267;;M;4922650.0;-156489.0;500
1372;201300001514;13;5;18;345;3;1;1;1.0;6;364;LE HAUT BINGARD;M;4913520.0;-150503.0;500
1373;201300001515;13;5;25;1930;1;1;1;1.0;7;198;LA BARBOTERIE;M;4913140.0;-157376.0;500
1374;201300001516;13;6;13;1515;1;1;2;1.0;1;166;;M;4933520.0;-153328.0;500
1375;201300001517;13;6;19;1830;1;1;2;1.0;3;151;;M;4919020.0;-157198.0;500
1376;201300001518;13;6;24;1915;1;2;2;1.0;3;617;PLACE FRANCIS ENAULT;M;4933700.0;-149635.0;500
1377;201300001519;13;6;30;1745;1;1;1;1.0;6;438;;M;4913640.0;-143318.0;500
1378;201300001521;13;7;10;1100;1;2;1;1.0;6;236;RUE DU CHAMP DE FOIRE;M;4929260.0;-154510.0;500
1379;201300001522;13;7;17;1845;1;1;1;1.0;6;236;RUE DE LA MER;M;4927660.0;-154669.0;500
1380;201300001523;13;8;31;45;3;1;1;1.0;6;182;;M;4917310.0;-151754.0;500
1381;201300001524;13;9;7;1115;1;1;1;7.0;1;586;RUE DE SURVILLE;M;4928510.0;-165469.0;500
1382;201300001525;13;9;29;100;3;1;1;2.0;6;415;LA COUILLARDERIE;M;4931900.0;-144921.0;500
1383;201300001526;13;9;29;530;3;1;1;5.0;3;151;;M;4918430.0;-152118.0;500
1384;201300001527;13;10;29;1700;1;2;1;7.0;6;78;RUE DU BOURG;M;4926080.0;-163214.0;500
1385;201300001528;13;1;6;1815;3;1;2;5.0;3;625;LES QUATRE VENTS;M;4875390.0;-90622.0;500
1386;201300001529;13;1;17;1415;1;1;3;1.0;3;195;LA HUSSAIRE;M;4875540.0;-95133.0;500
1387;201300001530;13;4;14;145;3;1;1;8.0;6;428;VAUSBERG;M;4867710.0;-107675.0;500
1388;201300001531;13;6;4;730;1;1;1;1.0;6;428;LA ROCHE;M;4867590.0;-109846.0;500
1389;201300001532;13;7;3;1445;1;2;1;1.0;6;582;PLACE DU CHAMP DE FOIRE;M;4872190.0;-91720.0;500
1390;201300001533;13;7;2;1430;1;1;1;1.0;7;193;;M;4869700.0;-81315.0;500
1391;201300001534;13;8;24;1815;1;1;1;1.0;7;428;LE SAPIN;M;4867750.0;-108124.0;500
1392;201300001535;13;9;2;1930;1;1;1;7.0;6;131;LES PLACES;M;4870850.0;-101488.0;500
1393;201300001536;13;9;3;1200;1;1;1;1.0;6;193;L'AUJARDIERE;M;4870760.0;-82750.0;500
1394;201300001537;13;11;15;1715;1;1;1;1.0;1;582;LA BLANDELLIERE;M;4870090.0;-91062.0;500
1395;201300001538;13;11;23;1230;1;2;4;1.0;3;359;ROUTE DE VIRE;M;4865850.0;-94733.0;500
1396;201300001539;13;11;29;745;1;1;1;5.0;6;359;BOUILLANT;M;4863960.0;-91548.0;500
1397;201300001540;13;1;16;830;2;2;1;1.0;6;484;RUE DE LA REPUBLIQUE;M;4857830.0;-109786.0;500
1398;201300001541;13;5;13;1900;1;2;2;1.0;6;484;PLACE SAINT MIMCHEL;M;4857760.0;-109426.0;500
1399;201300001542;13;1;4;1300;1;2;2;8.0;3;53;VERNE (AVENUE JEAN MARIE;;;;10
1400;201300001543;13;1;12;515;3;1;1;1.0;7;289;SANS, BELLEVUE ( CHEMIN;;;;10
1401;201300001544;13;1;14;1932;5;2;3;1.0;3;289;71, EGLISE (CHEMIN DE L';M;4618140.0;519855.0;10
1402;201300001545;13;1;15;1630;1;2;2;4.0;7;53;ROBIN ( RUE CHARLES);M;4620590.0;522858.0;10
1403;201300001547;13;1;20;935;1;2;3;1.0;1;53;LE HON ( RUE LEOPOLD );M;4620200.0;523180.0;10
1404;201300001548;13;1;28;725;5;2;2;8.0;6;53;LEVRIER ( BD ANDRE) IMPA;M;4620970.0;522761.0;10
1405;201300001549;13;1;29;755;2;2;2;1.0;7;53;SANS, HUCHET ( BOULEVARD;;;;10
1406;201300001550;13;1;31;1515;1;2;1;1.0;6;53;CHALLES (ALLEE) N   1 A;;;;10
1407;201300001551;13;2;1;2117;5;2;2;2.0;6;53;LEVRIER ( BD ANDRE) IMPA;M;4620970.0;522761.0;10
1408;201300001552;13;2;4;2035;3;1;1;2.0;2;451;STRASBOURG (ROUTE DE);;;;10
1409;201300001553;13;2;6;1840;5;2;6;2.0;6;344;TREVOUX (AVENUE DE);M;4620070.0;519777.0;10
1410;201300001554;13;2;18;1400;1;2;2;1.0;3;53;ALBERT 1ER (RUE);;;;10
1411;201300001555;13;2;21;1110;1;2;2;1.0;3;53;CHARTREUSE ( RUE DE LA );;;;10
1412;201300001556;13;2;21;1210;1;2;3;1.0;3;53;MAIL (AVENUE DU );;;;10
1413;201300001557;13;3;1;700;5;2;2;5.0;7;53;LEVRIER ( BD ANDRE) IMPA;;;;10
1414;201300001558;13;3;1;1555;1;1;6;8.0;3;451;, MARBOZ RD 996 ( ROUTE;M;4623910.0;522897.0;10
1415;201300001559;13;3;7;1810;1;1;3;1.0;6;451;MARBOZ RD 996 ( ROUTE DE;M;4624870.0;523033.0;10
1416;201300001560;13;3;12;1430;1;1;3;1.0;3;451;RD 975;M;4625970.0;517692.0;10
1417;201300001561;13;3;15;535;5;2;1;1.0;2;344;1317, TREVOUX (AVENUE DE;M;4620000.0;519153.0;10
1418;201300001562;13;3;15;1700;1;1;1;1.0;2;451;POLLIAT (ROUTE DE ) IMPA;M;4622670.0;520512.0;10
1419;201300001563;13;3;15;2115;5;2;2;1.0;1;53;ALSACE LORRAINE (AVENUE;;;;10
1420;201300001564;13;3;18;1720;1;2;3;8.0;6;53;17, LAMARTINE ( RUE);;;;10
1421;201300001565;13;3;24;1040;1;1;1;1.0;1;451;RD 975;M;4624430.0;518992.0;10
1422;201300001566;13;3;27;815;1;2;1;1.0;2;53;11 BIS, CITADELLE ( RUE;;;;10
1423;201300001567;13;3;30;1935;5;2;1;2.0;1;53;SANS, HERRIOT ( BOULEVAR;M;4620980.0;522588.0;10
1424;201300001568;13;4;2;810;1;1;1;1.0;4;451;RD 975;M;4623330.0;520013.0;10
1425;201300001569;13;4;6;1655;1;2;1;1.0;1;53;14, MONTESQUIEU (RUE);;;;10
1426;201300001572;13;4;8;1655;1;2;2;1.0;1;53;PONT DES CHEVRES ( RUE D;M;4621030.0;522161.0;10
1427;201300001573;13;4;15;830;1;1;1;1.0;6;451;290, GARE ( CHEMIN DE LA;;;;10
1428;201300001574;13;4;17;1440;1;2;1;1.0;2;344;1250, TREVOUX (AVENUE DE;M;4619940.0;518539.0;10
1429;201300001575;13;4;17;1748;1;2;2;1.0;6;53;LECLERC (BVD  MARECHAL C;;;;10
1430;201300001576;13;4;19;1750;1;2;1;1.0;5;53;84, BROU ( BD N 68 A 182;;;;10
1431;201300001577;13;4;22;1250;1;2;1;1.0;6;53;6, BRIAND ( RUE ARISTIDE;;;;10
1432;201300001578;13;4;25;1735;1;1;2;1.0;3;289;LENT ( ROUTE DE );M;4617680.0;523436.0;10
1433;201300001579;13;4;27;2055;5;2;6;2.0;7;451;0, MARBOZ RD 996 ( ROUTE;M;4623910.0;522897.0;10
1434;201300001580;13;4;29;1325;1;2;3;2.0;7;53;0, BARBEROT PAUL ( AVENU;;;;10
1435;201300001581;13;5;6;1245;1;1;2;1.0;3;289;ROCADE (LA) COTE OUEST;M;4616980.0;519128.0;10
1436;201300001582;13;5;10;900;1;1;6;2.0;2;451;STRASBOURG (ROUTE DE);M;4622920.0;525704.0;10
1437;201300001583;13;5;11;1925;1;2;1;1.0;6;53;128, ERABLES (RUES DES);;;;10
1438;201300001585;13;5;14;1600;1;2;3;1.0;3;53;04, CHAMP DE FOIRE ( AVE;;;;10
1439;201300001587;13;5;17;2010;1;2;1;8.0;1;53;KENNEDY BVD J  - PAIR );M;4620540.0;524278.0;10
1440;201300001588;13;5;19;1049;1;2;6;2.0;2;289;1200, LYON (AVE DE) JUSQ;M;4617520.0;519967.0;10
1441;201300001590;13;5;27;1435;1;2;1;1.0;6;53;17RUE DU 4 SEPTEMBRE;;;;10
1442;201300001591;13;6;2;635;2;1;1;2.0;1;289;;M;4617280.0;526014.0;10
1443;201300001592;13;6;9;945;1;2;1;1.0;3;53;PELOUX ( RUE DU );;;;10
1444;201300001593;13;6;13;930;1;2;3;1.0;3;53;MERCIER (AVENUE AMEDEE D;M;4619990.0;525450.0;10
1445;201300001594;13;6;18;1945;1;2;2;1.0;1;53;JOLIOT CURIE ( BOULEVARD;M;4620810.0;523660.0;10
1446;201300001595;13;6;20;730;1;1;1;1.0;3;53;PARME  ( AVENUE DE;;;;10
1447;201300001596;13;6;21;1335;1;1;1;1.0;6;344;BRESSE (AVENUE DE);M;4620300.0;519748.0;10
1448;201300001597;13;6;24;1505;1;2;3;1.0;3;451;1, GOUVERNEUR LOUIS VABR;;;;10
1449;201300001598;13;6;25;805;1;1;1;1.0;1;289;SN, ROCADE ( LA) COTE ES;M;4618750.0;519377.0;10
1450;201300001599;13;6;25;845;1;2;1;1.0;6;53;2, JOLIOT CURIE ( BOULEV;M;4620930.0;523393.0;10
1451;201300001600;13;7;5;1000;1;1;1;1.0;3;451;SANS, MEILLONNAS ( CHEMI;M;4623960.0;527599.0;10
1452;201300001601;13;7;9;1605;1;2;3;1.0;3;53;STAND ( RUE DU );;;;10
1453;201300001602;13;7;9;1640;1;2;2;1.0;3;53;HERRIOT ( BOULEVARD EDOU;M;4621030.0;522161.0;10
1454;201300001604;13;7;11;2220;5;2;1;1.0;6;53;13, STAND ( RUE DU );;;;10
1455;201300001605;13;7;13;210;5;1;2;1.0;3;344;DOMBES (AVENUE DE LA);M;4619070.0;519714.0;10
1456;201300001606;13;7;14;1510;1;1;6;1.0;3;53;;M;4622090.0;524920.0;10
1457;201300001607;13;7;27;1305;1;2;1;1.0;3;53;BAUDIN (AVENUE ALPHONSE);;;;10
1458;201300001608;13;7;31;2215;5;2;1;1.0;1;344;1500, TREVOUX (AVENUE DE;;;;10
1459;201300001609;13;8;5;1315;1;2;6;1.0;3;53;CRETS ( ROND POINT DES);M;4624170.0;522930.0;10
1460;201300001610;13;8;7;1350;1;2;3;3.0;3;53;DHONNE ( AVE CAPITAINE);;;;10
1461;201300001611;13;8;8;1230;1;1;1;3.0;3;451;5600, PARIS (ROUTE DE);M;4625970.0;517689.0;10
1462;201300001612;13;8;12;1040;1;2;3;1.0;2;344;480, TREVOUX (AVENUE DE);;;;10
1463;201300001613;13;8;13;1953;1;1;1;1.0;5;451;STRASBOURG (ROUTE DE);M;4622500.0;525313.0;10
1464;201300001614;13;8;15;1955;1;2;1;1.0;2;53;SANS, ANCIENS COMBATTANT;;;;10
1465;201300001615;13;8;27;1210;1;2;1;2.0;6;53;22, ALSACE LORRAINE (AVE;;;;10
1466;201300001616;13;9;3;1715;1;2;6;1.0;3;451;PARIS (ROUTE DE);;;;10
1467;201300001618;13;9;13;1834;1;2;1;1.0;2;53;0, JUIN (AVENUE MARECHAL;;;;10
1468;201300001619;13;9;13;2120;5;2;2;1.0;3;53;LYON (AVENUE DE - N? IMP;;;;10
1469;201300001620;13;9;23;946;1;2;3;5.0;3;53;MAGINOT ( AVENUE) COTE P;;;;10
1470;201300001621;13;9;23;1905;1;2;1;1.0;7;53;9, JASSERON (AVENUE DE -;;;;10
1471;201300001622;13;9;27;1800;1;2;2;7.0;3;53;sans, CHARTREUSE ( RUE D;;;;10
1472;201300001623;13;10;13;630;5;1;1;5.0;6;289;GRANGE MAGNIEN (RUE DE L;;;;10
1473;201300001624;13;10;20;1740;1;2;3;1.0;3;53;MONTESQUIEU (RUE);;;;10
1474;201300001625;13;10;22;1235;1;1;5;7.0;3;344;BRESSE (AVENUE DE);;;;10
1475;201300001626;13;11;3;1730;1;2;1;1.0;6;53;5 bis, SPORTS ((AVENUE D;;;;10
1476;201300001627;13;11;8;1925;5;2;1;2.0;1;53;0, MARBOZ (AVENUEDE - PA;;;;10
1477;201300001628;13;11;9;1445;1;2;2;1.0;3;53;ALBERT 1ER (RUE);;;;10
1478;201300001629;13;11;13;720;1;2;3;1.0;3;53;sans, HERRIOT ( BOULEVAR;;;;10
1479;201300001630;13;11;23;515;5;2;2;1.0;3;53;BROU ( BD N?65 B A FIN);;;;10
1480;201300001631;13;11;23;1520;1;2;1;8.0;7;53;BARBEROT Paul ( Avenue);;;;10
1481;201300001632;13;11;30;1510;1;1;7;1.0;3;451;LEPINE ( RUE );;;;10
1482;201300001634;13;12;2;215;5;2;1;1.0;6;451;616, MARBOZ RD 996 ( ROU;;;;10
1483;201300001635;13;12;2;730;1;1;1;1.0;2;451;STRASBOURG (ROUTE DE);;;;10
1484;201300001636;13;12;2;855;2;2;1;1.0;1;53;0, ALAGNIER ( RUE DE L');;;;10
1485;201300001637;13;12;4;1235;1;2;3;1.0;3;53;23, BROU ( BD DU N?1 A 6;;;;10
1486;201300001638;13;12;5;1525;1;1;6;5.0;2;451;PARIS (ROUTE DE);;;;10
1487;201300001639;13;12;9;1535;1;2;1;1.0;6;53;VAVRES ( RUE DE );;;;10
1488;201300001640;13;12;11;1445;1;1;6;5.0;7;289;LYON (AVE DE) JUSQ' N;;;;10
1489;201300001642;13;12;23;1725;5;1;8;1.0;6;53;MERCIER (AVENUE AMEDEE D;;;;10
1490;201300001643;13;12;31;1340;1;2;1;1.0;2;53;SANS, EUROPE ( CARREFOUR;;;;10
1491;201300001644;13;3;18;1345;1;1;1;2.0;2;357;LE BOULAY;M;4853788.0;-7646.0;610
1492;201300001645;13;10;30;1430;1;1;1;1.0;1;213;L'AULNAIE;M;4847655.0;-15283.0;610
1493;201300001646;13;4;10;1030;1;2;1;1.0;6;412;30 route de PARIS;M;4850765.0;36068.0;610
1494;201300001647;13;11;24;800;3;1;1;1.0;7;133;;M;4861230.0;34260.0;610
1495;201300001648;13;11;25;945;1;1;2;1.0;3;464;;M;4861207.0;16552.0;610
1496;201300001650;13;12;21;1600;1;2;2;1.0;3;288;le bourg;M;4876196.0;-9212.0;610
1497;201300001651;13;2;17;545;3;1;1;1.0;7;474;40 LES FIEFFES;M;4874240.0;10474.0;610
1498;201300001652;13;3;21;730;2;2;1;1.0;6;494;54 RUE DE LA REPUBLIQUE;M;4884376.0;3185.0;610
1499;201300001653;13;9;2;900;1;1;1;1.0;6;283;;M;4881080.0;-6456.0;610
1500;201300001654;13;10;20;15;3;1;1;1.0;6;496;;M;4874880.0;82.0;610
1501;201300001656;13;12;31;815;2;1;3;1.0;3;138;;M;4874129.0;28657.0;610
1502;201300001657;13;3;11;2000;3;1;1;4.0;1;485;LA PRINCETIERE;M;4890165.0;25423.0;610
1503;201300001658;13;8;16;1815;1;1;1;1.0;1;157;;M;4876309.0;17159.0;610
1504;201300001659;13;8;25;2130;3;1;1;2.0;6;54;CARDAIE;M;4889813.0;30502.0;610
1505;201300001660;13;9;11;2330;3;1;3;2.0;3;253;;M;4867261.0;20387.0;610
1506;201300001661;13;3;15;1730;1;2;2;2.0;5;163;LE BAS BOURG;M;4866049.0;-51946.0;610
1507;201300001663;13;11;4;1700;1;1;1;7.0;6;75;LA SIMONERIE;M;4850112.0;-59745.0;610
1508;201300001664;13;1;3;1030;1;1;1;1.0;2;243;;M;4858524.0;-30444.0;610
1509;201300001665;13;1;16;1830;3;1;1;1.0;5;211;;M;4855148.0;-52010.0;610
1510;201300001666;13;2;6;1415;1;1;1;1.0;7;260;;M;4865936.0;-38008.0;610
1511;201300001667;13;6;26;1700;1;1;3;1.0;2;428;;M;4861028.0;-38902.0;610
1512;201300001668;13;7;18;1200;1;2;1;1.0;3;168;;M;4858694.0;-36512.0;610
1513;201300001669;13;8;17;1200;1;1;3;1.0;3;332;LE CHENEVAL;M;4868941.0;-34475.0;610
1514;201300001670;13;8;25;845;1;2;3;1.0;6;431;LE BOURG;M;4857977.0;-41739.0;610
1515;201300001671;13;9;2;1715;1;1;1;1.0;7;260;LA HUDAIRIE;M;4865944.0;-35867.0;610
1516;201300001672;13;11;5;1800;2;1;1;2.0;1;35;LES MERCERIES;M;4862276.0;-35967.0;610
1517;201300001673;13;1;24;700;2;1;1;2.0;7;376;;M;4870408.0;-64303.0;610
1518;201300001674;13;3;5;230;3;1;1;1.0;7;486;LA HOGNERIE;M;4874172.0;-71763.0;610
1519;201300001675;13;3;17;1415;1;1;1;1.0;6;221;;M;4874317.0;-46938.0;610
1520;201300001676;13;7;27;1800;1;1;1;1.0;3;281;LA HALBOUDIERE;M;4883011.0;-66530.0;610
